"protocol","scheme","location","raw_key","aliases","canonical_semantic","value_type","allowed_values","default","repeated","decode_rule","source_class","mihomo_mapping","xray_mapping","sing_box_mapping","other_mapping","current_behavior","status","test_ids","evidence","notes"
"WireGuard","wireguard|wg","query","refresh-server-ip-interval","refresh_server_ip_interval","server_ip_refresh_interval_seconds","integer-string","0..9223372036 seconds","target default","duplicate normalized spelling rejects","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","target_extension","refresh-server-ip-interval","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","strict integer is capped before fixed Mihomo multiplies seconds into a signed 64-bit duration","complete","proxyUri.test.ts:closed-URI-grammars|QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;local:validateMihomoProxyList;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","allowed-ips","allowed_ips","structured_peer_allowed_ips","unsupported flat key","requires a peers[] structure to preserve semantics","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","official_protocol_unrepresentable_in_flat_uri","none in the bounded flat dialect","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","explicitly rejects instead of emitting an invalid scalar approximation","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","peers","","structured_peer_array","unsupported flat key","array/object structure only","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","official_target_structure_unrepresentable_in_flat_uri","none in the bounded flat dialect","peers[]","peers[]","Sub-Store@0882a522 differential only","explicitly rejects instead of flattening a structured peer array","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","dns","","wireguard_dns_servers","unsupported flat key","list/array structure only","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","official_protocol_unrepresentable_in_flat_uri","none in the bounded flat dialect","target-local DNS model","local_address[]","Sub-Store@0882a522 differential only","explicitly rejects instead of emitting an ambiguous scalar","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown",""
"WireGuard","wireguard|wg","query","flag","","client_flag_metadata","unsupported key","not admitted by the bounded WireGuard URI dialect","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","former_unbounded_passthrough_now_closed","none","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported WireGuard query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","retained as an audit row because the former wildcard path accepted it"
"WireGuard","wireguard|wg","query","tfo","","tcp_fast_open_extension","unsupported key","not admitted by the bounded WireGuard URI dialect","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","former_unbounded_passthrough_now_closed","none","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported WireGuard query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","retained as an audit row because the former wildcard path accepted it"
"WireGuard","wireguard|wg","query","mptcp","","multipath_tcp_extension","unsupported key","not admitted by the bounded WireGuard URI dialect","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","former_unbounded_passthrough_now_closed","none","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported WireGuard query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","retained as an audit row because the former wildcard path accepted it"
"WireGuard","wireguard|wg","query","skip-cert-verify","skip_cert_verify","certificate_policy_extension","unsupported key","not admitted by the bounded WireGuard URI dialect","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","former_unbounded_passthrough_now_closed","none","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","explicitly rejects as an unsupported WireGuard query key","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","retained as an audit row because the former wildcard path accepted it"
"WireGuard","wireguard|wg","wildcard.query","*","","unknown_addon_policy","query key","every normalized key outside the 12-key allowlist plus three named structural exclusions","n/a","forbidden","WHATWG URL percent-decode once; names lowercase; underscores normalize to hyphens","closed_allowlist_policy","none","structural address[] and peers[]","endpoint with address[] and peers[]","Sub-Store@0882a522 differential only","every unknown or formerly passthrough addon explicitly rejects before output","explicit_reject","proxyUri.test.ts:QUIC-URI-hardening-TUIC-v5-and-WireGuard-flat-dialect","local:parseWireGuard;E1:wg8@a9984077;E2:Meta-Docs@ee16d1c;E3:Mihomo@cbd11db;official URI source unknown","policy row; wildcard is not a runtime raw key and is excluded from finite parameter counts"
"Hysteria 2","hysteria2+realm","unsupported_format","hysteria2+realm","","realm_https_format","literal scheme","registered nowhere","none","n/a","not parsed","official_uri_unregistered","none","unsupported","unsupported","unknown","unsupported scheme error","explicit_reject","none","E1:Hysteria2-URI retrieved 2026-07-15;local:PARSERS","not part of the 17 registered schemes"
"Hysteria 2","hysteria2+realm+http","unsupported_format","hysteria2+realm+http","","realm_http_format","literal scheme","registered nowhere","none","n/a","not parsed","official_uri_unregistered","none","unsupported","unsupported","unknown","unsupported scheme error","explicit_reject","none","E1:Hysteria2-URI retrieved 2026-07-15;local:PARSERS","not part of the 17 registered schemes"
"Hysteria 2","hysteria2+realm|hysteria2+realm+http","unsupported.query","auth","","realm_hysteria_auth","string","any","none","forbidden","not parsed because scheme is unregistered","official_uri_unregistered","password","unsupported","unsupported","unknown","whole scheme rejects before query parse","explicit_reject","none","E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db;local:PARSERS","excluded from the 133 registered-family top-level primary rows and 166 top-level finite spelling occurrences"
"Hysteria 2","hysteria2+realm|hysteria2+realm+http","unsupported.query","stun","","realm_stun_servers","repeatable string","ordered repeated values","target default","ordered","not parsed because scheme is unregistered","official_uri_unregistered","realm-opts.stun-servers[]","unsupported","unsupported","unknown","whole scheme rejects; a scalar record would be insufficient because repetition is semantic","explicit_reject","none","E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db;local:PARSERS","excluded from the 133 registered-family top-level primary rows and 166 top-level finite spelling occurrences"
"Hysteria 2","hysteria2+realm|hysteria2+realm+http","unsupported.query","lport","","realm_local_udp_port","integer","1..65535","ephemeral","forbidden","not parsed because scheme is unregistered","official_uri_unregistered","none","unsupported","unsupported","unknown","whole scheme rejects; pinned Mihomo has no matching field","explicit_reject","none","E1:Hysteria2-URI retrieved 2026-07-15;E3:Mihomo@cbd11db;local:PARSERS","excluded from the 133 registered-family top-level primary rows and 166 top-level finite spelling occurrences"
"Shadowsocks","ss","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","manual query percent-decode once; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseSS;workstream:ss-ssr-vmess","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"ShadowsocksR","ssr","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","outer/nested base64 then manual query; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseSSR;workstream:ss-ssr-vmess","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"VMess","vmess","policy.unknown","<unknown>","","unknown_input_policy","JSON key","any name not listed in finite vocabulary","rejected","forbidden","outer base64 strict JSON; duplicate JSON keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:vmess-legacy-JSON-strict-mapping","local:parseVMess;workstream:ss-ssr-vmess","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"VLESS","vless","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","WHATWG URL; noncanonical casing, duplicates, aliases, and unknown names reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:vless-query-integrity","local:parseVLESS;workstream:standards","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"Trojan","trojan","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","WHATWG URL; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseTrojan;workstream:parser-inventory","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"Hysteria 1","hysteria","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","WHATWG URL; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseHysteria;workstream:quic-and-misc","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"Hysteria 2","hysteria2|hy2","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","manual strict query percent-decode once; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseHysteria2;workstream:quic-and-misc","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"TUIC","tuic","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","WHATWG URL; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseTUIC;workstream:quic-and-misc","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"Snell","snell","policy.unknown","<unknown>","","unknown_input_policy","query key","any name not listed in finite vocabulary","rejected","forbidden","WHATWG URL; duplicate keys reject","closed_allowlist_policy","none","unknown","unknown","unknown","unknown key explicitly rejects before output","explicit_reject","proxyUri.test.ts:closed-URI-grammars","local:parseSnell;workstream:quic-and-misc","policy row; excluded from finite raw-key occurrence and unique-spelling counts"
"VLESS","vless","query","ech","","tls_ech_config","string","Base64 ECHConfigList or [queryServerName+]DoH-URL","absent","forbidden; parser rejects exact duplicates","WHATWG URL percent-decode once; plus becomes space; query names and constants case-sensitive","official_share_proposal_or_target_extension","ech-opts.enable + ech-opts.config","tlsSettings.echConfigList","unknown (target sing-box v1.13.14)","Sub-Store maps to ech-opts via buildMihomoEchOptsFromXrayFields","under security=tls maps to ech-opts {enable, config} for the literal Base64 form and enable-only for the DoH form (mihomo resolves the config over DNS when config is absent); ignored under reality (which carries its own hello) and none; malformed Base64 rejects","complete","proxyUri.test.ts:vless-ech-mapped","local:parseVLESS;E3:Mihomo@cbd11db;Sub-Store@0882a522 ech-utils","added 2026-07-18 while rescuing free-share sources"
"VLESS","vless","query","authority","","grpc_authority","string","any (ignored)","absent","forbidden; parser rejects exact duplicates","WHATWG URL percent-decode once; plus becomes space; query names and constants case-sensitive","archived_ecosystem_grammar","none","grpcSettings.authority","unknown (target sing-box v1.13.14)","Sub-Store keeps it as internal _grpc-authority only","accepted and ignored: mihomo grpc-opts cannot express an authority override (the target authority falls back to Host/SNI)","complete","proxyUri.test.ts:vless-grpc-authority-ignored","local:parseVLESS;E3:Mihomo@cbd11db;Sub-Store@0882a522 ech-utils","added 2026-07-18; exporters emit authority= (usually empty) on every grpc link"
"Trojan","trojan","query","ech","","tls_ech_config","string","Base64 ECHConfigList or [queryServerName+]DoH-URL","absent","forbidden; parser rejects exact duplicates","WHATWG URL percent-decode once; plus becomes space; query names and constants case-sensitive","official_share_proposal_or_target_extension","ech-opts.enable + ech-opts.config","tlsSettings.echConfigList","unknown (target sing-box v1.13.14)","Sub-Store maps to ech-opts via buildMihomoEchOptsFromXrayFields","maps to ech-opts {enable, config} for the literal Base64 form and enable-only for the DoH form; malformed Base64 rejects","complete","proxyUri.test.ts:trojan-ech-alias-noise","local:parseTrojan;E3:Mihomo@cbd11db;Sub-Store@0882a522 ech-utils","added 2026-07-18 while rescuing free-share sources"
"Trojan","trojan","query","security","","transport_security_restatement","literal","tls (ignored); any other value rejects","absent","forbidden; parser rejects exact duplicates","WHATWG URL percent-decode once; plus becomes space; query names and constants case-sensitive","archived_ecosystem_grammar","none","none","none","Sub-Store ignores it","security=tls is accepted and ignored because Trojan is TLS by definition; any other value rejects as a protocol contradiction","complete","proxyUri.test.ts:trojan-ech-alias-noise","local:parseTrojan;E3:Mihomo@cbd11db","added 2026-07-18; free-share exporters restate security=tls on every trojan link"
"TUIC","tuic","query","security","","transport_security_restatement","literal","tls (ignored); any other value rejects","absent","forbidden; parser rejects exact duplicates","WHATWG URL percent-decode once; plus becomes space; query names and constants case-sensitive","archived_ecosystem_grammar","none","n/a","none","unknown","security=tls is accepted and ignored because TUIC is always TLS-over-QUIC; any other value rejects as a protocol contradiction","complete","proxyUri.test.ts:tuic-restated-invariants","local:parseTUIC;E3:Mihomo@cbd11db","added 2026-07-18; free-share exporters restate security=tls on tuic links"
"TUIC","tuic","query","version","","protocol_version_restatement","literal","5 (ignored); any other value rejects","absent","forbidden; parser rejects exact duplicates","WHATWG URL percent-decode once; plus becomes space; query names and constants case-sensitive","archived_ecosystem_grammar","none","n/a","none","unknown","version=5 is accepted and ignored because the uuid:password authority form already pins TUIC v5; any other value rejects as a contradiction","complete","proxyUri.test.ts:tuic-restated-invariants","local:parseTUIC;E3:Mihomo@cbd11db","added 2026-07-18"
